Ticker,Date,article_count,Finance,Production,Reserves_MA,Regulatory,Green_Energy,OG_Price,Neu_ratio_avg,Pos_ratio_avg,Neg_ratio_avg,Returns,Predicted_Class
BP,2019-01-09 00:00:00,1,1,0,1,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.008243860592294983,1.0
BP,2019-02-11 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,-0.006589847713521779,0.0
BP,2019-03-10 00:00:00,1,1,0,0,-1,0,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0018932985254802581,1.0
BP,2019-03-11 00:00:00,1,1,0,0,0,-1,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0018932985254802581,1.0
BP,2019-04-09 00:00:00,1,0,1,0,0,0,0,0.8333333333333334,0.16666666666666666,0.0,-0.005306290499183297,1.0
BP,2019-04-10 00:00:00,1,1,0,0,1,1,0,0.5,0.5,0.0,0.0011117175161543535,1.0
BP,2019-05-10 00:00:00,1,1,0,-1,1,1,0,0.3333333333333333,0.5,0.16666666666666666,-0.0036013463178854455,1.0
BP,2019-05-22 00:00:00,2,-1,0,-2,-2,0,0,0.41666666666666663,0.08333333333333333,0.5,-0.009590648199808927,0.0
BP,2019-05-23 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,-0.023618414961140255,0.0
BP,2019-05-31 00:00:00,1,0,0,0,1,1,0,0.6666666666666666,0.3333333333333333,0.0,-0.007555334941868774,0.0
BP,2019-06-08 00:00:00,3,3,1,3,0,0,0,0.611111111111111,0.38888888888888884,0.0,0.0012186495858699242,1.0
BP,2019-07-08 00:00:00,1,1,0,1,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0012186495858699242,1.0
BP,2019-07-13 00:00:00,2,2,0,-2,0,0,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,-0.011201689737355913,0.0
BP,2019-07-18 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,-0.011201689737355913,0.0
BP,2019-07-22 00:00:00,1,1,1,1,1,1,0,0.16666666666666666,0.8333333333333334,0.0,0.0030590457197290366,1.0
BP,2019-07-23 00:00:00,1,1,1,1,1,1,0,0.16666666666666666,0.8333333333333334,0.0,0.0030496529604469025,1.0
BP,2019-07-29 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0028219117509251657,0.0
BP,2019-08-13 00:00:00,2,2,1,2,0,0,1,0.5,0.5,0.0,0.015007044554314897,1.0
BP,2019-08-14 00:00:00,2,2,0,2,1,0,1,0.5,0.5,0.0,-0.025268977250813784,0.0
BP,2019-08-15 00:00:00,1,0,1,1,0,0,0,0.6666666666666666,0.3333333333333333,0.0,-0.0057915484750294954,0.0
BP,2019-08-17 00:00:00,1,1,0,1,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.015431521079293686,1.0
BP,2019-08-19 00:00:00,2,-1,0,0,0,0,0,0.5833333333333333,0.16666666666666666,0.25,0.015431521079293686,1.0
BP,2019-08-26 00:00:00,2,1,-1,0,0,0,-1,0.75,0.08333333333333333,0.16666666666666666,0.0024855875584519627,1.0
BP,2019-08-27 00:00:00,1,1,-1,-1,0,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.008264387783708083,1.0
BP,2019-08-28 00:00:00,2,0,-1,0,0,0,0,0.5833333333333333,0.16666666666666666,0.25,0.006284154657732799,1.0
BP,2019-08-29 00:00:00,2,1,0,0,-1,0,-1,0.75,0.08333333333333333,0.16666666666666666,0.00325830426219742,1.0
BP,2019-08-30 00:00:00,1,0,1,0,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
BP,2019-09-09 00:00:00,1,1,0,1,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0013354080664531587,1.0
BP,2019-09-17 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,-0.020584584397908445,0.0
BP,2019-09-24 00:00:00,1,1,0,0,0,0,0,0.8333333333333334,0.16666666666666666,0.0,-0.016253608909896022,0.0
BP,2019-09-30 00:00:00,1,0,-1,1,0,0,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,-0.0070571589833109405,1.0
BP,2019-10-09 00:00:00,2,2,0,2,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.008683537489928561,1.0
BP,2019-10-15 00:00:00,2,2,1,1,2,2,0,0.3333333333333333,0.6666666666666667,0.0,-0.0016032352031150054,1.0
BP,2019-10-18 00:00:00,1,0,0,1,0,1,0,0.6666666666666666,0.3333333333333333,0.0,-0.007415221328296084,0.0
BP,2019-10-21 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,0.021077842095410526,0.0
BP,2019-10-24 00:00:00,1,0,0,1,1,1,0,0.5,0.5,0.0,0.0038401479016976214,1.0
BP,2019-10-29 00:00:00,1,0,-1,-1,0,0,-1,0.5,0.0,0.5,-0.03338437730945054,0.0
BP,2019-10-30 00:00:00,1,-1,0,-1,0,0,-1,0.5,0.0,0.5,0.013973167809177234,1.0
BP,2019-10-31 00:00:00,3,-3,0,0,0,0,-1,0.7777777777777778,0.0,0.2222222222222222,-0.014300654952195124,0.0
BP,2019-11-06 00:00:00,1,1,1,1,1,0,0,0.3333333333333333,0.6666666666666666,0.0,-0.010796062506444493,0.0
BP,2019-11-10 00:00:00,1,0,0,0,-1,0,0,0.8333333333333334,0.0,0.16666666666666666,-0.0005109445269945168,0.0
BP,2019-11-12 00:00:00,1,0,1,1,0,1,0,0.5,0.5,0.0,-0.0005109445269945168,0.0
BP,2019-11-17 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,-0.0010365926489496191,0.0
BP,2019-11-22 00:00:00,1,1,0,0,0,0,0,0.8333333333333334,0.16666666666666666,0.0,-0.0010365926489496191,0.0
BP,2019-11-23 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,0.012005365632815401,0.0
BP,2019-11-28 00:00:00,1,1,1,1,0,0,1,0.3333333333333333,0.6666666666666666,0.0,0.012005365632815401,1.0
BP,2019-12-06 00:00:00,2,1,2,0,1,2,0,0.5,0.5,0.0,0.012005365632815401,1.0
BP,2019-12-07 00:00:00,1,-1,0,0,-1,0,-1,0.5,0.0,0.5,0.013535393226837833,1.0
BP,2019-12-08 00:00:00,1,1,1,1,0,0,0,0.5,0.5,0.0,0.013535393226837833,1.0
BP,2019-12-16 00:00:00,3,3,1,3,0,0,0,0.611111111111111,0.38888888888888884,0.0,0.013535393226837833,1.0
BP,2020-01-05 00:00:00,1,1,0,-1,0,0,-1,0.5,0.16666666666666666,0.3333333333333333,-0.01521690574111445,1.0
BP,2020-01-08 00:00:00,1,0,0,1,0,0,0,0.8333333333333334,0.16666666666666666,0.0,-0.01521690574111445,0.0
BP,2020-01-09 00:00:00,2,-1,0,0,0,0,0,0.9166666666666667,0.0,0.08333333333333333,0.0033477919274187418,1.0
BP,2020-01-14 00:00:00,1,0,1,0,0,0,0,0.8333333333333334,0.16666666666666666,0.0,0.0005153663399892761,1.0
BP,2020-01-16 00:00:00,1,1,0,1,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0033582949917565497,1.0
BP,2020-01-21 00:00:00,1,0,0,0,-1,1,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,-0.011606841020296077,1.0
BP,2020-01-22 00:00:00,1,0,0,0,-1,0,0,0.8333333333333334,0.0,0.16666666666666666,-0.011482167650905373,0.0
BP,2020-02-04 00:00:00,1,-1,0,0,0,0,-1,0.6666666666666666,0.0,0.3333333333333333,0.03604901399337668,0.0
BP,2020-02-13 00:00:00,1,-1,0,-1,1,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.009852212257104975,1.0
BP,2020-02-14 00:00:00,4,-1,-4,-4,4,4,0,0.29166666666666663,0.3333333333333333,0.375,-0.00497492475584993,0.0
BP,2020-02-24 00:00:00,1,0,0,0,1,1,0,0.6666666666666666,0.3333333333333333,0.0,-0.036764683613131344,0.0
BP,2020-02-28 00:00:00,2,-2,0,-2,-2,0,-2,0.3333333333333333,0.0,0.6666666666666666,-0.007611944646934821,0.0
BP,2020-03-18 00:00:00,1,-1,0,0,0,0,-1,0.6666666666666666,0.0,0.3333333333333333,-0.14490440368689927,0.0
BP,2020-03-27 00:00:00,1,-1,0,-1,1,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0847665434625221,1.0
BP,2020-04-02 00:00:00,3,-1,-1,1,-2,0,0,0.7222222222222222,0.05555555555555555,0.2222222222222222,0.0681169007325777,1.0
BP,2020-04-08 00:00:00,1,0,-1,-1,1,1,-1,0.16666666666666666,0.3333333333333333,0.5,0.023790503086806192,1.0
BP,2020-04-11 00:00:00,1,-1,0,-1,0,1,-1,0.3333333333333333,0.16666666666666666,0.5,0.002143060209189418,1.0
BP,2020-04-23 00:00:00,3,-3,-3,0,0,0,-3,0.5,0.0,0.5,0.002143060209189418,1.0
BP,2020-04-24 00:00:00,1,-1,-1,0,0,0,-1,0.5,0.0,0.5,0.000427715822431729,0.0
BP,2020-04-28 00:00:00,2,-2,-2,0,0,0,-1,0.5833333333333333,0.0,0.41666666666666663,-0.0061702972677516454,0.0
BP,2020-04-29 00:00:00,1,-1,-1,0,0,1,-1,0.3333333333333333,0.16666666666666666,0.5,0.052566494783263584,0.0
BP,2020-04-30 00:00:00,1,0,0,0,-1,0,0,0.8333333333333334,0.0,0.16666666666666666,-0.0640978489558095,0.0
BP,2020-05-02 00:00:00,2,1,0,0,-1,0,-1,0.75,0.08333333333333333,0.16666666666666666,0.026666860464044984,1.0
BP,2020-05-05 00:00:00,2,1,0,0,1,1,0,0.75,0.25,0.0,0.026666860464044984,1.0
BP,2020-05-08 00:00:00,1,-1,0,0,0,0,0,0.8333333333333334,0.0,0.16666666666666666,0.025608465901537647,1.0
BP,2020-05-11 00:00:00,1,-1,0,-1,0,1,0,0.5,0.16666666666666666,0.3333333333333333,-0.02205572461851857,0.0
BP,2020-05-12 00:00:00,1,1,-1,0,0,1,0,0.5,0.3333333333333333,0.16666666666666666,-0.01872364949728922,0.0
BP,2020-06-01 00:00:00,1,0,0,-1,-1,0,0,0.6666666666666666,0.0,0.3333333333333333,0.03025083623931013,0.0
BP,2020-06-10 00:00:00,1,0,0,0,1,1,0,0.6666666666666666,0.3333333333333333,0.0,-0.03511348520073909,0.0
BP,2020-06-15 00:00:00,2,-2,0,-1,0,1,-1,0.5833333333333334,0.08333333333333333,0.3333333333333333,-0.015757618546619168,0.0
BP,2020-06-16 00:00:00,1,-1,0,-1,0,1,-1,0.3333333333333333,0.16666666666666666,0.5,0.0077995979759328815,1.0
BP,2020-06-18 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,-0.0004221375708891584,0.0
BP,2020-06-19 00:00:00,2,0,0,0,0,1,0,0.9166666666666667,0.08333333333333333,0.0,-0.0008443382138514366,0.0
BP,2020-06-23 00:00:00,1,1,0,0,0,0,0,0.8333333333333334,0.16666666666666666,0.0,0.012568403736122669,0.0
BP,2020-06-29 00:00:00,1,1,0,-1,0,1,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.03163443154419543,1.0
BP,2020-06-30 00:00:00,2,1,-1,-2,0,0,-2,0.5,0.08333333333333333,0.41666666666666663,-0.006814131481015062,0.0
BP,2020-07-07 00:00:00,1,0,0,0,1,1,0,0.6666666666666666,0.3333333333333333,0.0,-0.026226612843852526,0.0
BP,2020-07-11 00:00:00,2,2,0,0,0,2,0,0.5,0.41666666666666663,0.08333333333333333,-0.012489365634921978,0.0
BP,2020-07-18 00:00:00,1,1,0,1,0,0,0,0.6666666666666666,0.3333333333333333,0.0,-0.012489365634921978,1.0
BP,2020-07-24 00:00:00,1,-1,-1,0,1,1,-1,0.16666666666666666,0.3333333333333333,0.5,-0.012489365634921978,0.0
BP,2020-07-27 00:00:00,2,-2,-1,0,-1,0,-1,0.5833333333333333,0.0,0.41666666666666663,0.009158130748025073,1.0
BP,2020-07-31 00:00:00,3,3,1,1,-1,2,1,0.38888888888888884,0.5,0.1111111111111111,-0.017825258372214048,0.0
BP,2020-08-06 00:00:00,1,-1,0,0,0,1,-1,0.5,0.16666666666666666,0.3333333333333333,-0.028809908193957345,0.0
BP,2020-08-19 00:00:00,1,1,0,0,0,0,0,0.8333333333333334,0.16666666666666666,0.0,-0.00536692815049622,0.0
BP,2020-08-23 00:00:00,2,2,0,0,2,2,0,0.5,0.5,0.0,0.020969261696607733,1.0
BP,2020-08-24 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,0.020969261696607733,0.0
BP,2020-09-06 00:00:00,2,-2,0,-1,1,2,-2,0.3333333333333333,0.25,0.41666666666666663,-0.009072749400591884,0.0
BP,2020-09-15 00:00:00,2,-2,-2,-1,2,2,-1,0.16666666666666666,0.3333333333333333,0.5,-0.009072749400591884,0.0
BP,2020-09-18 00:00:00,1,1,-1,-1,1,1,0,0.16666666666666666,0.5,0.3333333333333333,-0.03476509414114992,0.0
BP,2020-09-21 00:00:00,1,0,0,-1,0,0,0,0.8333333333333334,0.0,0.16666666666666666,-0.029660943793924477,1.0
BP,2020-09-23 00:00:00,1,-1,0,-1,0,0,0,0.6666666666666666,0.0,0.3333333333333333,-0.02759747835096893,1.0
BP,2020-09-24 00:00:00,1,-1,0,0,0,0,0,0.8333333333333334,0.0,0.16666666666666666,-0.0022258036142641657,1.0
BP,2020-09-25 00:00:00,1,-1,-1,-1,0,1,0,0.3333333333333333,0.16666666666666666,0.5,-0.0039041644548426513,0.0
BP,2020-09-29 00:00:00,1,-1,-1,0,1,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.02805275617741232,0.0
BP,2020-10-11 00:00:00,1,0,0,0,1,1,0,0.6666666666666666,0.3333333333333333,0.0,-0.003105836928963046,0.0
BP,2020-10-23 00:00:00,1,0,0,0,0,-1,0,0.8333333333333334,0.0,0.16666666666666666,-0.003105836928963046,0.0
BP,2020-10-27 00:00:00,1,-1,0,-1,0,0,-1,0.5,0.0,0.5,-0.026582335473897545,1.0
BP,2020-10-28 00:00:00,1,-1,-1,-1,0,1,-1,0.16666666666666666,0.16666666666666666,0.6666666666666666,-0.03120942092625323,0.0
BP,2020-11-06 00:00:00,1,0,0,0,0,0,0,1.0,0.0,0.0,-0.01200242352133285,0.0
BP,2020-11-07 00:00:00,1,1,0,0,1,1,0,0.5,0.5,0.0,0.15601014252666223,1.0
BP,2020-11-09 00:00:00,1,1,0,1,1,1,0,0.3333333333333333,0.6666666666666666,0.0,0.15601014252666223,1.0
BP,2020-11-10 00:00:00,1,0,0,-1,1,1,0,0.5,0.3333333333333333,0.16666666666666666,0.05641599685222265,0.0
BP,2020-11-11 00:00:00,1,1,-1,0,1,1,0,0.3333333333333333,0.5,0.16666666666666666,-0.011518415962120887,0.0
BP,2020-11-12 00:00:00,1,1,1,-1,1,1,-1,0.0,0.6666666666666666,0.3333333333333333,-0.03177952184220334,1.0
BP,2020-12-02 00:00:00,2,0,0,-2,2,2,0,0.5,0.3333333333333333,0.16666666666666666,0.04100793968353633,1.0
BP,2020-12-16 00:00:00,1,1,0,0,1,1,0,0.5,0.5,0.0,-0.0050137641359669916,1.0
BP,2020-12-17 00:00:00,1,1,0,0,1,1,0,0.5,0.5,0.0,0.003206309018369602,1.0
BP,2020-12-18 00:00:00,3,2,3,2,3,3,0,0.27777777777777773,0.7222222222222223,0.0,-0.007305707594939426,0.0
